'Page Number,'Type,'Text,'Confidence Score % (Line),
"'1","'LINE","'Lovato","'94.15657043"
"'1","'LINE","'I","'85.23557281"
"'1","'LINE","'GB","'98.20810699"
"'1","'LINE","'electric","'99.80388641"
"'1","'LINE","'SERIE DCRG8","'99.77419281"
"'1","'LINE","'DCRG8 SERIES","'99.74449921"
"'1","'LINE","'LOVATO ELECTRIC S.P.A.","'99.35287476"
"'1","'LINE","'24020 GORLE (BERGAMO) ITALIA","'98.78876495"
"'1","'LINE","'VIA DON E. MAZZA, 12","'91.75430298"
"'1","'LINE","'PROTOCOLLO DI COMUNICAZIONE","'99.67913055"
"'1","'LINE","'MODBUS® COMMUNICATION PROTOCOL","'97.93373871"
"'1","'LINE","'I432IGB05_20","'55.23596954"
"'1","'LINE","'TEL. 035 4282111","'93.16193390"
"'1","'LINE","'MODBUS®","'95.30871582"
"'1","'LINE","'TELEFAX (Nazionale): 035 4282200","'95.21023560"
"'1","'LINE","'TELEFAX (International): 035 4282400","'94.43937683"
"'1","'LINE","'Web www.LovatoElectric.com","'99.03091431"
"'1","'LINE","'E-mail info@LovatoElectric.com","'99.17291260"
"'1","'LINE","'PROTOCOLLO MODBUS®","'94.90354156"
"'1","'LINE","'MODBUS® PROTOCOL","'94.12866974"
"'1","'LINE","'La centralina di rifasamento DCRG8 supporta i protocolli","'98.17749023"
"'1","'LINE","'The digital power factor controller DCRG8 supports the","'99.67930603"
"'1","'LINE","'di comunicazione Modbus RTU® e Modbus ASCII® sulla","'96.98596191"
"'1","'LINE","'communication protocols Modbus RTU® and Modbus","'98.96042633"
"'1","'LINE","'porta seriale RS-485.","'99.07923889"
"'1","'LINE","'ASCII® on the RS-485 serial port.","'97.93148041"
"'1","'LINE","'La centralina di rifasamento DCRG8 supporta i protocolli","'97.36179352"
"'1","'LINE","'The digital power factor controller DCRG8 support the","'99.64004517"
"'1","'LINE","'di comunicazione Modbus RTU® e Modbus ASCII® sui","'97.48724365"
"'1","'LINE","'communication protocols Modbus RTU® and Modbus","'99.07120514"
"'1","'LINE","'moduli di espansione:","'98.86167908"
"'1","'LINE","'ASCII® on the expansion modules:","'97.27076721"
"'1","'LINE","'EXP 10 10","'92.37773132"
"'1","'LINE","'USB","'99.56951904"
"'1","'LINE","'EXP 10","'94.11058044"
"'1","'LINE","'USB","'99.38396454"
"'1","'LINE","'EXP 11","'93.44905853"
"'1","'LINE","'RS232","'99.69647217"
"'1","'LINE","'EXP 11 RS232","'94.88755798"
"'1","'LINE","'EXP 12","'93.78502655"
"'1","'LINE","'RS485","'99.75505829"
"'1","'LINE","'EXP 1012 RS485","'82.91925812"
"'1","'LINE","'EXP 10 13","'91.70958710"
"'1","'LINE","'Ethernet","'99.37599945"
"'1","'LINE","'EXP 13 Ethernet","'96.62580872"
"'1","'LINE","'Grazie a questa funzione e' possibile leggere lo stato","'97.55193329"
"'1","'LINE","'Using this function it is possible to read the device","'99.06252289"
"'1","'LINE","'degli apparecchi e controllare gli stessi tramite il software","'98.25099945"
"'1","'LINE","'status and to control the units through the dedicated","'99.56661224"
"'1","'LINE","'di controllo remoto dedicato (DCRJ remote control),","'99.33989716"
"'1","'LINE","'Remote control software (DCRJ remote control), third-","'99.41790771"
"'1","'LINE","'software di supervisione standard forniti da terze parti","'99.42126465"
"'1","'LINE","'party supervision software (SCADA) or through other","'99.54254913"
"'1","'LINE","'(SCADA) oppure tramite apparecchiature dotate di","'99.28611755"
"'1","'LINE","'intelligent devices supporting Modbus®, like PLCs.","'96.52652740"
"'1","'LINE","'interfaccia Modbus® quali PLC e terminali intelligenti.","'97.52117920"
"'1","'LINE","'IMPOSTAZIONE DEI PARAMETRI","'99.50933075"
"'1","'LINE","'PARAMETER SETTING","'99.65292358"
"'1","'LINE","'Per configurare il protocollo Modbus®, accedere al","'95.17635345"
"'1","'LINE","'To configure the Modbus® protocol, enter SETUP","'98.06290436"
"'1","'LINE","'SETUP MENU e selezionare il menu M16.","'97.26144409"
"'1","'LINE","'MENU and choose the M16 menu:","'99.16729736"
"'1","'LINE","'E' possibile configurare 2 moduli di espansione (n=1..2).","'97.64305115"
"'1","'LINE","'It is possible to configure 2 different expansion modules","'98.25162506"
"'1","'LINE","'(n=1..2).","'96.17646027"
"'1","'LINE","'MENU M16 COMUNICAZIONE SERIALE","'97.62635040"
"'1","'LINE","'PAR","'99.69726563"
"'1","'LINE","'Funzione","'99.77300262"
"'1","'LINE","'Range","'99.89178467"
"'1","'LINE","'Default","'99.79252625"
"'1","'LINE","'MENU M16 SERIAL COMMUNICATION","'97.12377167"
"'1","'LINE","'P16.n.01","'98.78507996"
"'1","'LINE","'Indirizzo","'99.47444916"
"'1","'LINE","'1..245","'56.18044662"
"'1","'LINE","'1","'91.56907654"
"'1","'LINE","'PAR","'99.76562500"
"'1","'LINE","'Function","'99.92187500"
"'1","'LINE","'Range","'99.88201141"
"'1","'LINE","'Default","'99.88281250"
"'1","'LINE","'P16.n.01","'99.12767029"
"'1","'LINE","'Address","'99.91210938"
"'1","'LINE","'1..245","'59.56452942"
"'1","'LINE","'1","'93.12041473"
"'1","'LINE","'P16.n.02","'98.65254211"
"'1","'LINE","'Velocità","'98.44865417"
"'1","'LINE","'1200","'99.88281250"
"'1","'LINE","'9600","'99.75426483"
"'1","'LINE","'RS-232","'99.30504608"
"'1","'LINE","'2400","'99.84295654"
"'1","'LINE","'baud","'99.76403046"
"'1","'LINE","'P16.n.02","'98.98696899"
"'1","'LINE","'RS-232","'99.34410858"
"'1","'LINE","'1200","'99.84295654"
"'1","'LINE","'9600","'99.73473358"
"'1","'LINE","'(baud)","'99.93164063"
"'1","'LINE","'4800","'99.87304688"
"'1","'LINE","'Baud","'99.85271454"
"'1","'LINE","'2400","'99.88281250"
"'1","'LINE","'baud","'99.92187500"
"'1","'LINE","'9600","'99.79412842"
"'1","'LINE","'Rate","'99.89257813"
"'1","'LINE","'4800","'99.89257813"
"'1","'LINE","'19200","'99.87304688"
"'1","'LINE","'9600","'99.87304688"
"'1","'LINE","'38400","'99.85271454"
"'1","'LINE","'19200","'99.75347137"
"'1","'LINE","'57600","'99.89257813"
"'1","'LINE","'38400","'99.85271454"
"'1","'LINE","'115200","'99.71281433"
"'1","'LINE","'57600","'99.91210938"
"'1","'LINE","'P16.n.03","'98.96903229"
"'1","'LINE","'Formato dati","'99.21475983"
"'1","'LINE","'8 bit Nessuna","'96.84231567"
"'1","'LINE","'8 bit","'94.90812683"
"'1","'LINE","'115200","'99.83398438"
"'1","'LINE","'8 bit Dispari","'97.57898712"
"'1","'LINE","'Nessuna","'99.84215546"
"'1","'LINE","'P16.n.03","'98.93654633"
"'1","'LINE","'Data","'99.79412842"
"'1","'LINE","'8 bit None","'96.99105835"
"'1","'LINE","'8 bit None","'96.99584198"
"'1","'LINE","'8 bit Pari","'97.00899506"
"'1","'LINE","'format","'99.64365387"
"'1","'LINE","'8 bit Odd","'96.39150238"
"'1","'LINE","'7 bit Dispari","'97.72354126"
"'1","'LINE","'8 bit Even","'97.23506927"
"'1","'LINE","'7 bit Pari","'97.46260071"
"'1","'LINE","'7 bit Odd","'97.09502411"
"'1","'LINE","'P16.n.04","'97.75769043"
"'1","'LINE","'Stop bit","'98.41149139"
"'1","'LINE","'1","'92.72061920"
"'1","'LINE","'1","'93.19914246"
"'1","'LINE","'7 bit Even","'97.18212128"
"'1","'LINE","'2","'96.99138641"
"'1","'LINE","'P16.n.04","'99.38157654"
"'1","'LINE","'Stop bit","'98.61048889"
"'1","'LINE","'1","'91.89293671"
"'1","'LINE","'1","'91.84909058"
"'1","'LINE","'P16.n.05","'98.97061920"
"'1","'LINE","'Protocollo","'99.84215546"
"'1","'LINE","'Modbus RTU","'99.58177185"
"'1","'LINE","'Modbus","'97.50019836"
"'1","'LINE","'2","'96.49334717"
"'1","'LINE","'Modbus ASCII","'99.67165375"
"'1","'LINE","'RTU","'99.89257813"
"'1","'LINE","'P16.n.05","'99.05771637"
"'1","'LINE","'Protocol","'99.77300262"
"'1","'LINE","'Modbus RTU","'99.64804077"
"'1","'LINE","'Modbus RTU","'99.60857391"
"'1","'LINE","'Modbus TCP","'99.32955933"
"'1","'LINE","'Modbus ASCII","'99.56871796"
"'1","'LINE","'Modbus TCP","'99.57519531"
"'1","'LINE","'Per il modulo di espansione EXP 10 13 (Ethernet)","'98.30228424"
"'1","'LINE","'esistono altri tre parametri.","'98.90998840"
"'1","'LINE","'For expansion module and EXP 10 13 (Ethernet), there","'93.15568542"
"'1","'LINE","'are other three parameters.","'99.40579224"
"'1","'LINE","'PAR","'99.57688904"
"'1","'LINE","'Funzione","'99.76403046"
"'1","'LINE","'Range","'99.75186920"
"'1","'LINE","'Default","'99.91210938"
"'1","'LINE","'P16.n.06","'99.04874420"
"'1","'LINE","'Indirizzo IP","'98.30178070"
"'1","'LINE","'000.000.000.000","'99.25881195"
"'1","'LINE","'000.000.000.000","'97.73178864"
"'1","'LINE","'PAR","'99.72656250"
"'1","'LINE","'Function","'99.92187500"
"'1","'LINE","'Range","'99.89178467"
"'1","'LINE","'Default","'99.63309479"
"'1","'LINE","'255.255.255.255","'97.73278046"
"'1","'LINE","'P16.n.06","'98.94710541"
"'1","'LINE","'IP Address","'99.29488373"
"'1","'LINE","'000.000.000.000","'99.03759003"
"'1","'LINE","'000.000.000.000","'98.81616974"
"'1","'LINE","'P16.n.07","'99.20260620"
"'1","'LINE","'Subnet","'99.91210938"
"'1","'LINE","'000.000.000.000","'98.67805481"
"'1","'LINE","'000.000.000.000","'99.17091370"
"'1","'LINE","'255.255.255.255","'98.98218536"
"'1","'LINE","'MASK","'99.84375000"
"'1","'LINE","'255.255.255.255","'85.55026245"
"'1","'LINE","'P16.n.07","'98.92597961"
"'1","'LINE","'Subnet","'99.85351563"
